x,z
366.90444,114.2238163
367.5341,118.9142376
368.16376,114.3963414
368.79342,111.1330086
369.42309,107.0150409
370.05275,105.5924993
370.68241,101.067613
371.31208,100.2257211
371.94174,93.60845097
372.5714,90.19205887
373.20107,87.50668939
373.83073,80.55900838
